Target_Bin_id,Num_of_seqs
Loc090519-8-7m_megahit_metabat_bin-1286,17
Loc081215-1m_megahit_metabat_bin-1588,10
Loc090721-6m_megahit_metabat_bin-529,10
Loc090907-8-6m_megahit_metabat_bin-351,19
Loclat_megahit_metabat_bin-04333,9
Loc090116-1m_megahit_metabat_bin-1568,26
Loclat_megahit_metabat_bin-11295,32
Loc081215-9m_megahit_metabat_bin-1000,778
Loc090721-8m_megahit_metabat_bin-158,13
Loc090519-8-7m_megahit_metabat_bin-1147,9
Loc090519-7m_megahit_metabat_bin-1345,20
Loc090116-8m_megahit_metabat_bin-1483,18
Loc090519-4m_megahit_metabat_bin-109,26
Loc090721-1m_megahit_metabat_bin-517,734
Loc090116-1m_megahit_metabat_bin-1028,16
Loc090519-7m_megahit_metabat_bin-1309,4753
Loc090402-1m_megahit_metabat_bin-0406,137
Loclat_megahit_metabat_bin-05246,20
Loc090519-7m_megahit_metabat_bin-0472,27
Loc081215-9m_megahit_metabat_bin-0348,56
Loc090721-8-6m_megahit_metabat_bin-0743,32
Loc090519-7m_megahit_metabat_bin-1103,17
Loc090907-8m_megahit_metabat_bin-533,59
Loc081215-4m_megahit_metabat_bin-1338,22
Loclat_megahit_metabat_bin-09310,11
Loclat_megahit_metabat_bin-06132,162
Loc090116-8m_megahit_metabat_bin-1185,17
Loc090116-1m_megahit_metabat_bin-1598,17
Loc090519-1m_megahit_metabat_bin-1793,56
Loc090519-5m_megahit_metabat_bin-0195,176
Loc081215-6m_megahit_metabat_bin-1371,24
Loc090116-4m_megahit_metabat_bin-0440,27
Loclat_megahit_metabat_bin-09234,357
Loc081215-9m_megahit_metabat_bin-0887,11
Loc081215-5m_megahit_metabat_bin-0541,23
Loc090519-8m_megahit_metabat_bin-1182,20
Loc090402-8-9m_megahit_metabat_bin-1160,15
Loc081215-8m_megahit_metabat_bin-2472,21
Loc090519-5m_megahit_metabat_bin-0427,22
Loc090907-5m_megahit_metabat_bin-597,2737
Loc081215-9m_megahit_metabat_bin-1688,143
Loc090519-1m_megahit_metabat_bin-2127,46
Loc081215-9m_megahit_metabat_bin-0300,10
Loc090519-5m_megahit_metabat_bin-1358,1184
Loc090721-8m_megahit_metabat_bin-821,18
Loclat_megahit_metabat_bin-01204,33
Loclat_megahit_metabat_bin-05226,36
Loc090116-9m_megahit_metabat_bin-0561,60
Loclat_megahit_metabat_bin-07270,18
Loc081215-6m_megahit_metabat_bin-0335,24
Loc090402-8-9m_megahit_metabat_bin-0446,63
Loc090519-7m_megahit_metabat_bin-0089,9
Loc081215-8m_megahit_metabat_bin-2141,14
Loclat_megahit_metabat_bin-04499,17
Loc090519-8m_megahit_metabat_bin-0210,48
Loc081215-5m_megahit_metabat_bin-1561,653
Loc090116-8m_megahit_metabat_bin-0177,34
Loc090519-7m_megahit_metabat_bin-1184,1374
Loc090907-6m_megahit_metabat_bin-130,324
Loc090116-7m_megahit_metabat_bin-1205,18
Loc090116-9m_megahit_metabat_bin-0760,37
Loc090519-1m_megahit_metabat_bin-0372,45
Loc090721-5m_megahit_metabat_bin-550,10
Loc090519-6m_megahit_metabat_bin-1302,21
Loc090116-4m_megahit_metabat_bin-0728,74
Loc081215-8m_megahit_metabat_bin-2375,1779
Loc090519-7m_megahit_metabat_bin-0835,17
Loc081215-8m_megahit_metabat_bin-2215,77
Loc090519-8-7m_megahit_metabat_bin-1149,12
Loc081215-4m_megahit_metabat_bin-1517,54
Loc090116-4m_megahit_metabat_bin-0598,20
Loc081215-5m_megahit_metabat_bin-2187,20
Loc090519-1m_megahit_metabat_bin-0948,13
Loc081215-4m_megahit_metabat_bin-0396,26
Loc090721-5m_megahit_metabat_bin-534,15
Loc081215-5m_megahit_metabat_bin-1569,45
Loc090907-5m_megahit_metabat_bin-700,17
Loc090519-8m_megahit_metabat_bin-1368,80
Loc080925-8-8m_megahit_metabat_bin-404,8
Loc090519-8-7m_megahit_metabat_bin-1423,56
Loc090907-1m_megahit_metabat_bin-160,1739
Loc081215-9m_megahit_metabat_bin-0619,18
Loc090116-1m_megahit_metabat_bin-1458,23
Loc081215-5m_megahit_metabat_bin-1681,25
Loclat_megahit_metabat_bin-13730,20
Loc090402-4m_megahit_metabat_bin-0217,42
Loc090402-8m_megahit_metabat_bin-1480,19
Loc090519-4m_megahit_metabat_bin-413,2941
Loc090721-1m_megahit_metabat_bin-204,11
Loc090402-4m_megahit_metabat_bin-0279,21
Loc080925-7m_megahit_metabat_bin-0745,64
Loclat_megahit_metabat_bin-11390,296
Loc081215-4m_megahit_metabat_bin-2115,23
Loclat_megahit_metabat_bin-07525,209
Loc081215-5m_megahit_metabat_bin-1914,21
Loc090721-5m_megahit_metabat_bin-388,251
Loc090721-8-6m_megahit_metabat_bin-0422,33
Loc090907-8m_megahit_metabat_bin-669,2553
Loc090519-4m_megahit_metabat_bin-668,22
Loclat_megahit_metabat_bin-09572,11
Loc090519-4m_megahit_metabat_bin-667,39
Loc090116-4m_megahit_metabat_bin-1104,34
Loc090519-1m_megahit_metabat_bin-1708,9
Loc090402-1m_megahit_metabat_bin-0026,23
Loc080925-5-5m_megahit_metabat_bin-0241,435
Loc090402-7m_megahit_metabat_bin-0553,240
Loc090402-7m_megahit_metabat_bin-0127,12
Loc081215-9m_megahit_metabat_bin-1161,103
Loc090116-8m_megahit_metabat_bin-0529,15
Loc081215-8m_megahit_metabat_bin-1524,29
Loc090907-8m_megahit_metabat_bin-423,45
Loc090519-8-7m_megahit_metabat_bin-1513,29
Loc081215-5m_megahit_metabat_bin-1307,69
Loc090519-1m_megahit_metabat_bin-1750,15
Loclat_megahit_metabat_bin-09812,321
Loc090402-4m_megahit_metabat_bin-1152,26
Loc090519-8m_megahit_metabat_bin-0501,29
Loc090721-4m_megahit_metabat_bin-0591,13
Loc090721-8-6m_megahit_metabat_bin-0559,12
Loclat_megahit_metabat_bin-13145,35
Loc081215-8m_megahit_metabat_bin-1653,24
Loc090116-9m_megahit_metabat_bin-1082,32
Loc090519-6m_megahit_metabat_bin-1232,4424
Loc090519-4m_megahit_metabat_bin-349,116
Loc081215-5m_megahit_metabat_bin-1689,41
Loc090402-8m_megahit_metabat_bin-1602,33
Loclat_megahit_metabat_bin-20482,57
Loclat_megahit_metabat_bin-16592,13
Loc080925-4m_megahit_metabat_bin-0108,17
Loc081215-5m_megahit_metabat_bin-1576,2800
Loc090519-6m_megahit_metabat_bin-1470,2523
Loclat_megahit_metabat_bin-13075,64
Loc090721-5m_megahit_metabat_bin-670,4430
Loclat_megahit_metabat_bin-14486,46
Loc090519-8-7m_megahit_metabat_bin-2185,111
Loc090402-7m_megahit_metabat_bin-1461,14
Loc090402-7m_megahit_metabat_bin-1192,13
Loclat_megahit_metabat_bin-07822,29
Loclat_megahit_metabat_bin-09008,44
Loc090519-1m_megahit_metabat_bin-0925,2022
Loc080925-8-8m_megahit_metabat_bin-113,43
Loc080925-4-5m_megahit_metabat_bin-0847,104
Loc081215-5m_megahit_metabat_bin-0387,23
Loclat_megahit_metabat_bin-11341,26
Loc090402-8m_megahit_metabat_bin-1697,18
Loc090721-8m_megahit_metabat_bin-909,48
Loc090116-9m_megahit_metabat_bin-1714,21
Loc081215-4m_megahit_metabat_bin-1727,23
Loc090519-8-7m_megahit_metabat_bin-2257,27
Loc090721-7m_megahit_metabat_bin-307,80
Loc081215-4m_megahit_metabat_bin-1018,19
Loc081215-8m_megahit_metabat_bin-1399,12
Loc090721-7m_megahit_metabat_bin-383,26
Loc090116-4m_megahit_metabat_bin-0613,12
Loc090721-8-6m_megahit_metabat_bin-0471,30
Loclat_megahit_metabat_bin-00726,15
Loc090519-8m_megahit_metabat_bin-1683,57
Loc090519-6m_megahit_metabat_bin-0079,33
Loc090519-8m_megahit_metabat_bin-1777,21
Loc080925-4-5m_megahit_metabat_bin-0747,43
Loc090721-6m_megahit_metabat_bin-605,10
Loc090519-4m_megahit_metabat_bin-085,10
Loc081215-4m_megahit_metabat_bin-0240,24
Loc090519-7m_megahit_metabat_bin-1513,40
Loc081215-9m_megahit_metabat_bin-1966,20
Loc081215-9m_megahit_metabat_bin-1033,16
Loc080925-8m_megahit_metabat_bin-600,86
Loc080925-8m_megahit_metabat_bin-682,15
Loc090519-4m_megahit_metabat_bin-275,25
Loc080925-4-5m_megahit_metabat_bin-0324,10
Loc090116-7m_megahit_metabat_bin-0726,33
Loclat_megahit_metabat_bin-19362,37
Loc090519-5m_megahit_metabat_bin-0651,7
Loc090519-8-7m_megahit_metabat_bin-0333,51
Loclat_megahit_metabat_bin-19445,56
Loc090907-6m_megahit_metabat_bin-711,63
Loc080925-5-5m_megahit_metabat_bin-0069,46
Loc090721-8m_megahit_metabat_bin-437,47
Loc081215-5m_megahit_metabat_bin-0332,19
Loc090519-1m_megahit_metabat_bin-1987,154
Loc090519-1m_megahit_metabat_bin-1152,12
Loc080925-5-5m_megahit_metabat_bin-0126,37
Loc081215-1m_megahit_metabat_bin-0156,14
Loclat_megahit_metabat_bin-10870,18
Loc081215-4m_megahit_metabat_bin-0792,10
Loc090402-8m_megahit_metabat_bin-0197,37
Loc081215-5m_megahit_metabat_bin-0370,113
Loc081215-9m_megahit_metabat_bin-2074,68
Loc081215-1m_megahit_metabat_bin-1197,148
Loc090116-8m_megahit_metabat_bin-1129,528
Loc081215-4m_megahit_metabat_bin-0009,90
Loclat_megahit_metabat_bin-09414,447
Loc081215-6m_megahit_metabat_bin-1337,23
Loc090519-1m_megahit_metabat_bin-1787,93
Loc080925-4m_megahit_metabat_bin-0521,10
Loc090519-7m_megahit_metabat_bin-0563,14
Loc080925-4m_megahit_metabat_bin-0257,588
Loc090519-4m_megahit_metabat_bin-480,15
Loclat_megahit_metabat_bin-00886,217
Loclat_megahit_metabat_bin-09040,56
Loc090519-4m_megahit_metabat_bin-759,43
Loclat_megahit_metabat_bin-05197,20
Loc090721-5m_megahit_metabat_bin-629,26
Loc090519-8-7m_megahit_metabat_bin-2031,15
Loclat_megahit_metabat_bin-19751,15
Loclat_megahit_metabat_bin-15486,151
Loc090116-8m_megahit_metabat_bin-1420,13
Loc081215-9m_megahit_metabat_bin-1776,15
Loc090721-5m_megahit_metabat_bin-052,9
Loc090402-8m_megahit_metabat_bin-1612,43
Loc090116-1m_megahit_metabat_bin-0062,115
Loc081215-4m_megahit_metabat_bin-1802,19
Loc090519-1m_megahit_metabat_bin-1462,38
Loc090721-7m_megahit_metabat_bin-554,63
Loclat_megahit_metabat_bin-00621,13
Loclat_megahit_metabat_bin-19384,36
Loc090402-4m_megahit_metabat_bin-1181,28
Loc080925-6m_megahit_metabat_bin-0064,3243
Loc090721-1m_megahit_metabat_bin-192,9
Loc090721-8-6m_megahit_metabat_bin-0583,54
Loc090116-4m_megahit_metabat_bin-0812,15
Loc090116-9m_megahit_metabat_bin-1370,17
Loc090907-4m_megahit_metabat_bin-491,14
Loc090721-8m_megahit_metabat_bin-922,37
Loc090519-8-7m_megahit_metabat_bin-1026,15
Loc090907-4m_megahit_metabat_bin-424,59
Loc080925-8-8m_megahit_metabat_bin-214,28
Loc080925-6m_megahit_metabat_bin-0668,1794
Loc090402-8-9m_megahit_metabat_bin-0263,9
Loc090519-5m_megahit_metabat_bin-0148,955
Loc090116-7m_megahit_metabat_bin-0042,86
Loc080925-8m_megahit_metabat_bin-173,19
Loc090721-7m_megahit_metabat_bin-490,7
Loc090721-1m_megahit_metabat_bin-513,24
Loc080925-8m_megahit_metabat_bin-212,2851
Loc090519-7m_megahit_metabat_bin-1645,14
Loc081215-8m_megahit_metabat_bin-1398,19
Loc081215-8m_megahit_metabat_bin-1622,11
Loc081215-6m_megahit_metabat_bin-1603,20
Loc090519-4m_megahit_metabat_bin-750,17
Loclat_megahit_metabat_bin-02565,15
Loc081215-9m_megahit_metabat_bin-1304,26
Loc080925-4m_megahit_metabat_bin-0054,2260
Loc081215-1m_megahit_metabat_bin-0463,17
Loc090721-6m_megahit_metabat_bin-139,19
Loclat_megahit_metabat_bin-07452,24
Loc081215-9m_megahit_metabat_bin-1025,122
Loc090519-8-7m_megahit_metabat_bin-1738,15
Loc080925-8m_megahit_metabat_bin-404,18
Loc090402-4m_megahit_metabat_bin-0408,55
Loclat_megahit_metabat_bin-19951,55
Loc090402-7m_megahit_metabat_bin-0700,75
Loc090402-1m_megahit_metabat_bin-0317,29
Loc080925-4m_megahit_metabat_bin-0407,2974
Loc090402-8m_megahit_metabat_bin-0556,34
Loclat_megahit_metabat_bin-13593,25
Loc090116-8m_megahit_metabat_bin-0548,40
Loc090402-8m_megahit_metabat_bin-0879,40
Loc090402-8-9m_megahit_metabat_bin-0449,14
Loc090402-8-9m_megahit_metabat_bin-0071,28
Loc090907-8-6m_megahit_metabat_bin-316,799
Loc081215-6m_megahit_metabat_bin-1576,21
Loc090116-7m_megahit_metabat_bin-1388,11
Loc090721-6m_megahit_metabat_bin-620,15
Loc090519-8-7m_megahit_metabat_bin-0840,18
Loc090402-8-9m_megahit_metabat_bin-1091,50
Loc090519-4m_megahit_metabat_bin-430,64
Loc090519-1m_megahit_metabat_bin-1963,18
Loc090721-8m_megahit_metabat_bin-667,19
Loclat_megahit_metabat_bin-17002,12
Loc090907-4m_megahit_metabat_bin-020,9
Loclat_megahit_metabat_bin-16836,29
Loclat_megahit_metabat_bin-19464,1998
Loclat_megahit_metabat_bin-13491,28
Loc081215-5m_megahit_metabat_bin-1654,25
Loc090721-7m_megahit_metabat_bin-139,16
Loc090519-8-7m_megahit_metabat_bin-1231,27
Loclat_megahit_metabat_bin-08819,18
Loc081215-5m_megahit_metabat_bin-1951,23
Loc081215-4m_megahit_metabat_bin-1465,38
Loc090519-7m_megahit_metabat_bin-0020,52
Loclat_megahit_metabat_bin-15344,66
Loc080925-4m_megahit_metabat_bin-0660,11
Loc090519-1m_megahit_metabat_bin-1051,17
Loclat_megahit_metabat_bin-05560,24
Loc090519-8m_megahit_metabat_bin-0673,117
Loc090519-5m_megahit_metabat_bin-0131,37
Loclat_megahit_metabat_bin-11219,16
Loc090402-8-9m_megahit_metabat_bin-0615,40
Loclat_megahit_metabat_bin-20542,53
Loclat_megahit_metabat_bin-03926,46
Loclat_megahit_metabat_bin-01162,21
Loc081215-6m_megahit_metabat_bin-0147,39
Loc090402-8m_megahit_metabat_bin-1408,12
Loc081215-1m_megahit_metabat_bin-2001,54
Loc090519-1m_megahit_metabat_bin-1094,10
Loc090402-8-9m_megahit_metabat_bin-0746,41
Loclat_megahit_metabat_bin-03270,17
Loc081215-9m_megahit_metabat_bin-0352,56
Loclat_megahit_metabat_bin-10730,17
Loc080925-5-5m_megahit_metabat_bin-0744,13
Loc090116-9m_megahit_metabat_bin-0012,25
Loc080925-6m_megahit_metabat_bin-0774,18
Loc090116-7m_megahit_metabat_bin-1354,24
Loc081215-5m_megahit_metabat_bin-1172,55
Loc080925-6m_megahit_metabat_bin-0153,20
Loc090402-8-9m_megahit_metabat_bin-0926,22
Loc090519-8-7m_megahit_metabat_bin-2141,4159
Loc090907-8m_megahit_metabat_bin-719,572
Loc090402-8m_megahit_metabat_bin-0355,743
Loc081215-6m_megahit_metabat_bin-0385,61
Loc090116-1m_megahit_metabat_bin-0042,9
Loc081215-8m_megahit_metabat_bin-2376,7
Loc090402-8-9m_megahit_metabat_bin-0900,122
Loc090519-8-7m_megahit_metabat_bin-1218,1340
Loc090519-7m_megahit_metabat_bin-0719,3087
Loc090519-1m_megahit_metabat_bin-0584,17
Loc090519-8m_megahit_metabat_bin-1461,18
Loc090519-8-7m_megahit_metabat_bin-1158,33
Loc090402-4m_megahit_metabat_bin-0530,3913
Loc081215-5m_megahit_metabat_bin-2080,1761
Loc090402-8m_megahit_metabat_bin-1373,24
Loc081215-8m_megahit_metabat_bin-1101,26
Loc090519-8-7m_megahit_metabat_bin-1860,20
Loc081215-9m_megahit_metabat_bin-1940,10
Loc090402-8m_megahit_metabat_bin-0654,17
Loc090116-7m_megahit_metabat_bin-0464,47
Loc090907-4m_megahit_metabat_bin-075,9
Loc090519-1m_megahit_metabat_bin-0086,66
Loc090519-8m_megahit_metabat_bin-0897,14
Loc090907-6m_megahit_metabat_bin-233,43
Loc080925-4-5m_megahit_metabat_bin-0942,321
Loc090907-8m_megahit_metabat_bin-775,73
Loc081215-8m_megahit_metabat_bin-3022,6877
Loc090402-7m_megahit_metabat_bin-0133,16
Loc090519-6m_megahit_metabat_bin-0348,1277
Loc090519-1m_megahit_metabat_bin-0540,22
Loc081215-1m_megahit_metabat_bin-2136,57
Loc081215-4m_megahit_metabat_bin-1798,21
Loc090116-4m_megahit_metabat_bin-0912,33
Loc090519-8-7m_megahit_metabat_bin-2081,26
Loc090402-8m_megahit_metabat_bin-0306,402
Loc081215-4m_megahit_metabat_bin-0938,38
Loc090402-4m_megahit_metabat_bin-0606,22
Loc090721-8-6m_megahit_metabat_bin-0466,13
Loclat_megahit_metabat_bin-10386,11
Loc090519-1m_megahit_metabat_bin-1319,79
Loc080925-5m_megahit_metabat_bin-1053,14
Loc080925-6m_megahit_metabat_bin-0880,45
Loc090116-8m_megahit_metabat_bin-1081,24
Loclat_megahit_metabat_bin-06959,11
Loc090907-6m_megahit_metabat_bin-442,55
Loc080925-5m_megahit_metabat_bin-0830,45
Loc081215-6m_megahit_metabat_bin-1451,22
Loc081215-8m_megahit_metabat_bin-0262,14
Loc090116-4m_megahit_metabat_bin-0935,11
Loclat_megahit_metabat_bin-15217,2762
Loc090519-4m_megahit_metabat_bin-941,41
Loc080925-8-8m_megahit_metabat_bin-210,607
Loc090519-7m_megahit_metabat_bin-1601,12
Loc090116-9m_megahit_metabat_bin-0460,35
Loc090402-4m_megahit_metabat_bin-1033,26
Loc081215-1m_megahit_metabat_bin-0527,26
Loc080925-5m_megahit_metabat_bin-0664,830
Loc090519-7m_megahit_metabat_bin-1364,53
Loc090519-7m_megahit_metabat_bin-0913,19
Loc090721-4m_megahit_metabat_bin-0150,19
Loc090519-8m_megahit_metabat_bin-0414,37
Loc090116-1m_megahit_metabat_bin-0752,2106
Loc080925-7m_megahit_metabat_bin-0337,2413
Loc080925-6m_megahit_metabat_bin-1090,13
Loc081215-6m_megahit_metabat_bin-2175,18
Loc081215-8m_megahit_metabat_bin-0126,28
Loc090519-6m_megahit_metabat_bin-0712,11
Loc090519-8-7m_megahit_metabat_bin-1352,113
Loc090519-8m_megahit_metabat_bin-0009,29
Loclat_megahit_metabat_bin-07196,12
Loc081215-1m_megahit_metabat_bin-0455,14
Loc081215-5m_megahit_metabat_bin-0874,53
Loc080925-5-5m_megahit_metabat_bin-0354,16
Loc090519-4m_megahit_metabat_bin-204,11
Loc090116-9m_megahit_metabat_bin-0387,43
Loclat_megahit_metabat_bin-15366,28
Loc090519-1m_megahit_metabat_bin-0371,40
Loc081215-8m_megahit_metabat_bin-0574,138
Loc090907-8m_megahit_metabat_bin-740,12
Loc090721-8-6m_megahit_metabat_bin-0434,39
Loc090907-8m_megahit_metabat_bin-015,8
Loc081215-1m_megahit_metabat_bin-0910,31
Loc090402-1m_megahit_metabat_bin-0974,23
Loc090519-1m_megahit_metabat_bin-1374,33
Loc090721-5m_megahit_metabat_bin-190,29
Loc090116-9m_megahit_metabat_bin-1160,20
Loc081215-4m_megahit_metabat_bin-1238,70
Loc090519-7m_megahit_metabat_bin-0010,14
Loclat_megahit_metabat_bin-02612,14
Loc090116-8m_megahit_metabat_bin-1118,23
Loc081215-6m_megahit_metabat_bin-0365,76
Loc090519-7m_megahit_metabat_bin-1704,13
Loc090116-9m_megahit_metabat_bin-0108,17
Loc081215-8m_megahit_metabat_bin-1041,97
Loc090116-8m_megahit_metabat_bin-0740,68
Loclat_megahit_metabat_bin-15985,282
Loc080925-5m_megahit_metabat_bin-1128,12
Loc090519-1m_megahit_metabat_bin-1999,43
Loc090519-6m_megahit_metabat_bin-0444,23
Loc081215-6m_megahit_metabat_bin-0518,53
Loc090116-9m_megahit_metabat_bin-1538,108
Loc081215-5m_megahit_metabat_bin-1698,41
Loclat_megahit_metabat_bin-21063,24
Loc090519-5m_megahit_metabat_bin-1237,49
Loc090907-8m_megahit_metabat_bin-180,26
Loclat_megahit_metabat_bin-05236,10
Loc090721-8m_megahit_metabat_bin-701,18
Loc080925-4-5m_megahit_metabat_bin-0106,14
Loc080925-8m_megahit_metabat_bin-498,17
Loc090721-8-6m_megahit_metabat_bin-0214,69
Loclat_megahit_metabat_bin-12459,13
Loc090116-7m_megahit_metabat_bin-0205,11
Loc090519-6m_megahit_metabat_bin-1264,11
Loc090402-1m_megahit_metabat_bin-0905,10
Loc080925-5m_megahit_metabat_bin-0406,38
Loc090907-5m_megahit_metabat_bin-905,33
Loc081215-5m_megahit_metabat_bin-1097,12
Loc081215-4m_megahit_metabat_bin-0234,911
Loc090519-5m_megahit_metabat_bin-0454,67
Loc090116-1m_megahit_metabat_bin-1202,58
Loc090907-4m_megahit_metabat_bin-657,17
Loc080925-5m_megahit_metabat_bin-1001,20
Loc090116-4m_megahit_metabat_bin-1200,22
Loc090116-4m_megahit_metabat_bin-0302,12
Loc090116-1m_megahit_metabat_bin-1562,11
Loc090519-1m_megahit_metabat_bin-1895,23
Loc080925-6m_megahit_metabat_bin-0122,197
Loc081215-5m_megahit_metabat_bin-0237,16
Loc081215-4m_megahit_metabat_bin-0345,17
Loc080925-7m_megahit_metabat_bin-0441,90
Loc081215-1m_megahit_metabat_bin-2376,21
Loc090116-9m_megahit_metabat_bin-0776,32
Loc090402-8m_megahit_metabat_bin-0368,51
Loc090721-1m_megahit_metabat_bin-509,24
Loc090402-7m_megahit_metabat_bin-0074,32
Loc081215-9m_megahit_metabat_bin-2090,41
Loc090519-5m_megahit_metabat_bin-0607,19
Loclat_megahit_metabat_bin-07148,50
Loclat_megahit_metabat_bin-12648,15
Loc080925-8-8m_megahit_metabat_bin-292,3623
Loc090402-7m_megahit_metabat_bin-1259,30
Loc081215-1m_megahit_metabat_bin-0999,15
Loc081215-4m_megahit_metabat_bin-1634,31
Loc080925-5m_megahit_metabat_bin-0314,55
Loc090519-7m_megahit_metabat_bin-0495,19
Loc090907-8m_megahit_metabat_bin-106,15
Loc090721-7m_megahit_metabat_bin-408,23
Loclat_megahit_metabat_bin-20691,23
Loc081215-8m_megahit_metabat_bin-2992,28
Loc090116-4m_megahit_metabat_bin-0513,16
Loc081215-5m_megahit_metabat_bin-0198,48
Loc090402-8m_megahit_metabat_bin-1560,31
Loc090402-8m_megahit_metabat_bin-0851,19
Loc090519-6m_megahit_metabat_bin-0806,11
Loc090907-4m_megahit_metabat_bin-235,70
Loc081215-4m_megahit_metabat_bin-1352,25
Loclat_megahit_metabat_bin-00966,494
Loc090907-6m_megahit_metabat_bin-553,354
Loc080925-4-5m_megahit_metabat_bin-0496,67
Loc090116-9m_megahit_metabat_bin-1099,32
Loc080925-4m_megahit_metabat_bin-0867,12
Loc081215-4m_megahit_metabat_bin-0068,33
Loc090907-8m_megahit_metabat_bin-886,45
Loc090116-4m_megahit_metabat_bin-0842,113
Loc081215-9m_megahit_metabat_bin-0422,475
Loc090519-4m_megahit_metabat_bin-711,692
Loc090519-8m_megahit_metabat_bin-0965,24
Loc090402-8m_megahit_metabat_bin-1586,22
Loc081215-6m_megahit_metabat_bin-2042,75
Loc081215-1m_megahit_metabat_bin-0250,20
Loc081215-8m_megahit_metabat_bin-2525,64
Loc080925-7m_megahit_metabat_bin-0793,80
Loc080925-8-8m_megahit_metabat_bin-726,41
Loc090721-8m_megahit_metabat_bin-186,633
Loc080925-8-8m_megahit_metabat_bin-594,68
Loc090519-4m_megahit_metabat_bin-851,88
Loc090519-8m_megahit_metabat_bin-1834,65
Loc090721-8m_megahit_metabat_bin-620,15
Loclat_megahit_metabat_bin-06636,302
Loc090402-8-9m_megahit_metabat_bin-0427,34
Loc090402-7m_megahit_metabat_bin-0492,15
Loc090721-5m_megahit_metabat_bin-063,24
Loc090402-7m_megahit_metabat_bin-0012,34
Loc090519-8m_megahit_metabat_bin-1224,1145
Loc081215-4m_megahit_metabat_bin-0474,14
Loc090519-1m_megahit_metabat_bin-1658,59
Loc090519-8-7m_megahit_metabat_bin-1383,30
Loc090721-7m_megahit_metabat_bin-857,12
Loc090519-8-7m_megahit_metabat_bin-0093,42
Loc090721-8m_megahit_metabat_bin-210,13
Loc090402-7m_megahit_metabat_bin-0187,45
Loc090116-8m_megahit_metabat_bin-0399,167
Loc090721-4m_megahit_metabat_bin-1021,272
Loclat_megahit_metabat_bin-14124,20
Loc090402-1m_megahit_metabat_bin-0831,19
Loc090519-4m_megahit_metabat_bin-952,26
Loc080925-4-5m_megahit_metabat_bin-0909,20
Loc090519-1m_megahit_metabat_bin-1293,543
Loclat_megahit_metabat_bin-07008,8
Loc080925-6m_megahit_metabat_bin-0044,2179
Loc090519-7m_megahit_metabat_bin-1201,13
Loc081215-6m_megahit_metabat_bin-1993,91
Loc081215-6m_megahit_metabat_bin-0092,22
Loc090519-8m_megahit_metabat_bin-1807,12
Loc090402-7m_megahit_metabat_bin-1075,35
Loclat_megahit_metabat_bin-04466,12
Loclat_megahit_metabat_bin-15642,59
Loc080925-8-8m_megahit_metabat_bin-639,27
Loc080925-7m_megahit_metabat_bin-0595,2484
Loclat_megahit_metabat_bin-19458,12
Loc090519-8m_megahit_metabat_bin-0268,11
Loc090402-1m_megahit_metabat_bin-1099,18
Loc080925-8m_megahit_metabat_bin-698,13
Loc081215-4m_megahit_metabat_bin-1973,18
Loc090116-9m_megahit_metabat_bin-0748,10
Loc081215-1m_megahit_metabat_bin-0504,55
Loc090721-4m_megahit_metabat_bin-0652,34
Loc090519-6m_megahit_metabat_bin-0056,10
Loc090402-8m_megahit_metabat_bin-0925,76
Loc080925-5m_megahit_metabat_bin-0343,20
Loc080925-6m_megahit_metabat_bin-0212,39
Loc080925-8-8m_megahit_metabat_bin-392,3040
Loc081215-4m_megahit_metabat_bin-0490,19
Loc080925-6m_megahit_metabat_bin-1143,2066
Loc090907-8m_megahit_metabat_bin-082,47
Loc081215-1m_megahit_metabat_bin-0856,35
Loc080925-4m_megahit_metabat_bin-0937,17
Loc081215-5m_megahit_metabat_bin-0909,235
Loc080925-5-5m_megahit_metabat_bin-0723,1362
Loc090116-1m_megahit_metabat_bin-0195,10
Loc081215-4m_megahit_metabat_bin-0585,18
Loc081215-9m_megahit_metabat_bin-1709,20
Loc081215-4m_megahit_metabat_bin-0780,56
Loc090402-4m_megahit_metabat_bin-0709,359
Loc080925-8m_megahit_metabat_bin-895,3862
Loc090402-7m_megahit_metabat_bin-1001,13
Loc081215-1m_megahit_metabat_bin-1300,68
Loc080925-5m_megahit_metabat_bin-0299,56
Loc090519-8m_megahit_metabat_bin-0978,15
Loc090116-9m_megahit_metabat_bin-0623,21
Loc081215-9m_megahit_metabat_bin-1126,115
Loc090907-4m_megahit_metabat_bin-384,27
Loc090519-7m_megahit_metabat_bin-0768,113
Loc090116-9m_megahit_metabat_bin-0902,40
Loc090721-6m_megahit_metabat_bin-388,18
Loc090116-1m_megahit_metabat_bin-0863,60
Loc090519-8-7m_megahit_metabat_bin-0137,13
Loclat_megahit_metabat_bin-10299,19
Loc090116-7m_megahit_metabat_bin-0568,14
Loc081215-9m_megahit_metabat_bin-1284,28
Loc081215-6m_megahit_metabat_bin-1848,14
Loc090519-1m_megahit_metabat_bin-1486,24
Loc090721-4m_megahit_metabat_bin-0334,19
Loc090721-7m_megahit_metabat_bin-238,12
Loc081215-8m_megahit_metabat_bin-0813,1321
Loclat_megahit_metabat_bin-06813,13
Loc090721-5m_megahit_metabat_bin-449,60
Loc090116-1m_megahit_metabat_bin-1219,18
Loc081215-6m_megahit_metabat_bin-1176,90
Loc090402-7m_megahit_metabat_bin-1235,50
Loclat_megahit_metabat_bin-20301,10
