Target_Bin_id,Num_of_seqs
Loc081215-8m_megahit_metabat_bin-2411,28
Loc081215-1m_megahit_metabat_bin-0426,293
Loc081215-9m_megahit_metabat_bin-1974,115
Loc081215-6m_megahit_metabat_bin-1363,20
Loc090907-8m_megahit_metabat_bin-461,2151
Loc090116-7m_megahit_metabat_bin-1189,24
Loc090519-8m_megahit_metabat_bin-1704,37
Loc080925-8m_megahit_metabat_bin-291,24
Loc090402-1m_megahit_metabat_bin-0089,26
Loc090721-8m_megahit_metabat_bin-606,17
Loc081215-1m_megahit_metabat_bin-0350,56
Loc081215-1m_megahit_metabat_bin-1262,85
Loc090721-5m_megahit_metabat_bin-015,12
Loc090907-8-6m_megahit_metabat_bin-100,9
Loc090721-6m_megahit_metabat_bin-269,63
Loc081215-4m_megahit_metabat_bin-0805,40
Loc081215-8m_megahit_metabat_bin-0816,63
Loc081215-5m_megahit_metabat_bin-0676,10
Loc090519-5m_megahit_metabat_bin-1414,2549
Loclat_megahit_metabat_bin-11527,21
Loc090721-5m_megahit_metabat_bin-119,8
Loc090116-9m_megahit_metabat_bin-1018,383
Loc090907-4m_megahit_metabat_bin-431,45
Loc090721-6m_megahit_metabat_bin-642,331
Loclat_megahit_metabat_bin-15480,32
Loc090519-6m_megahit_metabat_bin-0610,16
Loclat_megahit_metabat_bin-15921,27
Loc081215-6m_megahit_metabat_bin-0305,52
Loc090116-8m_megahit_metabat_bin-1421,38
Loc090721-7m_megahit_metabat_bin-784,15
Loc090402-8m_megahit_metabat_bin-1249,26
Loc081215-5m_megahit_metabat_bin-0173,20
Loclat_megahit_metabat_bin-07602,18
Loc090116-9m_megahit_metabat_bin-0843,13
Loc081215-1m_megahit_metabat_bin-0892,57
Loc081215-9m_megahit_metabat_bin-1283,20
Loc090402-1m_megahit_metabat_bin-1116,36
Loc090519-7m_megahit_metabat_bin-0710,22
Loclat_megahit_metabat_bin-02297,49
Loc090519-7m_megahit_metabat_bin-0902,17
Loc081215-9m_megahit_metabat_bin-1168,25
Loc090519-6m_megahit_metabat_bin-0191,18
Loc081215-4m_megahit_metabat_bin-0807,2383
Loc090402-4m_megahit_metabat_bin-0171,44
Loc090907-8m_megahit_metabat_bin-783,20
Loc081215-8m_megahit_metabat_bin-1013,22
Loclat_megahit_metabat_bin-13414,8
Loclat_megahit_metabat_bin-12465,277
Loc081215-5m_megahit_metabat_bin-0996,63
Loc081215-9m_megahit_metabat_bin-0509,23
Loc081215-9m_megahit_metabat_bin-2472,44
Loc081215-5m_megahit_metabat_bin-0861,11
Loc080925-8-8m_megahit_metabat_bin-047,75
Loc090116-9m_megahit_metabat_bin-1012,29
Loc081215-6m_megahit_metabat_bin-0275,25
Loc090519-7m_megahit_metabat_bin-0523,101
Loclat_megahit_metabat_bin-20814,1174
Loc090907-6m_megahit_metabat_bin-008,2137
Loclat_megahit_metabat_bin-15286,27
Loc090402-4m_megahit_metabat_bin-0459,6
Loc090519-1m_megahit_metabat_bin-0359,67
Loc090519-1m_megahit_metabat_bin-1093,34
Loc090519-1m_megahit_metabat_bin-0059,42
Loc090116-8m_megahit_metabat_bin-0776,20
Loclat_megahit_metabat_bin-14570,100
Loc090721-8m_megahit_metabat_bin-517,3934
Loc090907-8-6m_megahit_metabat_bin-886,17
Loc090116-9m_megahit_metabat_bin-0784,14
Loc090721-5m_megahit_metabat_bin-258,33
Loc081215-1m_megahit_metabat_bin-0059,75
Loc090402-8-9m_megahit_metabat_bin-0662,25
Loc081215-1m_megahit_metabat_bin-2053,45
Loc090721-4m_megahit_metabat_bin-0474,15
Loc081215-5m_megahit_metabat_bin-0006,25
Loc081215-5m_megahit_metabat_bin-2296,10
Loclat_megahit_metabat_bin-07332,1530
Loclat_megahit_metabat_bin-19811,37
Loc081215-6m_megahit_metabat_bin-2035,373
Loc090907-8m_megahit_metabat_bin-440,18
Loc080925-4-5m_megahit_metabat_bin-0999,33
Loc081215-4m_megahit_metabat_bin-0495,19
Loclat_megahit_metabat_bin-00123,147
Loc090721-8m_megahit_metabat_bin-379,14
Loc081215-9m_megahit_metabat_bin-1528,32
Loc090116-9m_megahit_metabat_bin-0943,12
Loc081215-9m_megahit_metabat_bin-2547,19
Loc090402-8-9m_megahit_metabat_bin-0150,21
Loc080925-6m_megahit_metabat_bin-0681,16
Loc090519-7m_megahit_metabat_bin-0155,18
Loc090402-8m_megahit_metabat_bin-1440,310
Loc090519-7m_megahit_metabat_bin-0375,1300
Loc090402-8-9m_megahit_metabat_bin-1257,31
Loc090519-8m_megahit_metabat_bin-1221,10
Loc090721-8m_megahit_metabat_bin-777,43
Loc090519-8-7m_megahit_metabat_bin-1785,30
Loc080925-5m_megahit_metabat_bin-0556,55
Loc090519-5m_megahit_metabat_bin-1230,24
Loc080925-5-5m_megahit_metabat_bin-0602,175
Loc090116-8m_megahit_metabat_bin-1562,63
Loc081215-8m_megahit_metabat_bin-1157,34
Loc090519-5m_megahit_metabat_bin-1045,11
Loc090519-8-7m_megahit_metabat_bin-1332,51
Loclat_megahit_metabat_bin-02026,45
Loc090519-8m_megahit_metabat_bin-1631,46
Loc090519-1m_megahit_metabat_bin-0360,327
Loc090721-8-6m_megahit_metabat_bin-0505,12
Loc090721-4m_megahit_metabat_bin-0586,366
Loclat_megahit_metabat_bin-00404,38
Loc081215-8m_megahit_metabat_bin-1868,13
Loclat_megahit_metabat_bin-14806,17
Loclat_megahit_metabat_bin-18852,12
Loc080925-4-5m_megahit_metabat_bin-0544,17
Loc090721-7m_megahit_metabat_bin-821,363
Loc090519-8-7m_megahit_metabat_bin-0056,68
Loc090519-4m_megahit_metabat_bin-330,6
Loc080925-5m_megahit_metabat_bin-0461,53
Loc081215-5m_megahit_metabat_bin-0491,25
Loc090721-4m_megahit_metabat_bin-0806,23
Loc090519-5m_megahit_metabat_bin-1098,42
Loc090519-4m_megahit_metabat_bin-026,16
Loc090721-6m_megahit_metabat_bin-219,1218
Loc081215-5m_megahit_metabat_bin-1811,35
Loc090519-8-7m_megahit_metabat_bin-2298,11
Loclat_megahit_metabat_bin-06275,17
Loc090519-5m_megahit_metabat_bin-1140,35
Loclat_megahit_metabat_bin-19750,38
Loc081215-9m_megahit_metabat_bin-0977,27
Loc090116-8m_megahit_metabat_bin-0197,16
Loc090721-8-6m_megahit_metabat_bin-0537,23
Loc081215-8m_megahit_metabat_bin-1328,14
Loclat_megahit_metabat_bin-13226,20
Loc090519-1m_megahit_metabat_bin-1688,30
Loc080925-5m_megahit_metabat_bin-0078,18
Loc090116-1m_megahit_metabat_bin-1367,54
Loc090402-8-9m_megahit_metabat_bin-0834,27
Loc081215-4m_megahit_metabat_bin-2033,30
Loc090721-4m_megahit_metabat_bin-0045,2227
Loc090519-6m_megahit_metabat_bin-0755,64
Loc090907-5m_megahit_metabat_bin-428,18
Loc081215-9m_megahit_metabat_bin-1699,23
Loc090402-7m_megahit_metabat_bin-1395,57
Loc090519-8-7m_megahit_metabat_bin-0839,65
Loc090402-4m_megahit_metabat_bin-0506,17
Loc090116-4m_megahit_metabat_bin-0568,78
Loc081215-1m_megahit_metabat_bin-1641,43
Loc090907-8m_megahit_metabat_bin-770,12
Loc081215-8m_megahit_metabat_bin-1536,46
Loclat_megahit_metabat_bin-14084,24
Loc090116-4m_megahit_metabat_bin-1148,30
Loc090116-8m_megahit_metabat_bin-0943,26
Loc081215-8m_megahit_metabat_bin-2288,21
Loc090402-1m_megahit_metabat_bin-1036,27
Loc081215-1m_megahit_metabat_bin-0211,96
Loc081215-8m_megahit_metabat_bin-2637,13
Loclat_megahit_metabat_bin-02885,74
Loc090907-8-6m_megahit_metabat_bin-755,13
Loclat_megahit_metabat_bin-03756,10
Loc081215-8m_megahit_metabat_bin-1680,2435
Loc090116-7m_megahit_metabat_bin-0174,15
Loclat_megahit_metabat_bin-03982,415
Loc090907-6m_megahit_metabat_bin-155,8
Loc081215-9m_megahit_metabat_bin-2433,41
Loc081215-6m_megahit_metabat_bin-0939,14
Loc081215-5m_megahit_metabat_bin-1227,19
Loc090519-8m_megahit_metabat_bin-1574,34
Loc090907-8-6m_megahit_metabat_bin-235,17
Loc081215-6m_megahit_metabat_bin-2195,85
Loc081215-9m_megahit_metabat_bin-0207,21
Loc081215-6m_megahit_metabat_bin-0532,39
Loc081215-5m_megahit_metabat_bin-1006,11
Loc080925-4m_megahit_metabat_bin-0847,12
Loc080925-4-5m_megahit_metabat_bin-0861,21
Loc090519-7m_megahit_metabat_bin-1373,24
Loc090519-1m_megahit_metabat_bin-2188,54
Loclat_megahit_metabat_bin-13278,86
Loc090519-6m_megahit_metabat_bin-0760,34
Loc090519-7m_megahit_metabat_bin-0587,13
Loc090402-7m_megahit_metabat_bin-0840,43
Loc090519-1m_megahit_metabat_bin-1266,46
Loc080925-8m_megahit_metabat_bin-194,14
Loc080925-8m_megahit_metabat_bin-068,72
Loc090519-7m_megahit_metabat_bin-0889,22
Loclat_megahit_metabat_bin-13978,38
Loc080925-6m_megahit_metabat_bin-0273,891
Loc090116-7m_megahit_metabat_bin-1410,49
Loc090519-7m_megahit_metabat_bin-1332,21
Loc090519-1m_megahit_metabat_bin-0119,18
Loc081215-5m_megahit_metabat_bin-2119,44
Loc090116-4m_megahit_metabat_bin-0361,116
Loc081215-8m_megahit_metabat_bin-1538,25
Loc080925-6m_megahit_metabat_bin-0803,11
Loc090721-7m_megahit_metabat_bin-023,24
Loc090116-7m_megahit_metabat_bin-1230,58
Loc081215-5m_megahit_metabat_bin-0767,23
Loc090721-5m_megahit_metabat_bin-303,12
Loc090116-8m_megahit_metabat_bin-0950,33
Loc080925-7m_megahit_metabat_bin-0531,12
Loc090519-6m_megahit_metabat_bin-1195,80
Loc090116-4m_megahit_metabat_bin-0117,17
Loclat_megahit_metabat_bin-01101,33
Loc081215-6m_megahit_metabat_bin-2194,14
Loc080925-6m_megahit_metabat_bin-0859,68
Loc090907-8-6m_megahit_metabat_bin-005,60
Loc090519-8m_megahit_metabat_bin-0054,34
Loclat_megahit_metabat_bin-18186,8
Loc090402-8m_megahit_metabat_bin-0203,14
Loclat_megahit_metabat_bin-14626,13
Loc081215-5m_megahit_metabat_bin-0335,103
Loc090519-1m_megahit_metabat_bin-0955,65
Loc090721-1m_megahit_metabat_bin-242,20
Loc090116-1m_megahit_metabat_bin-0979,29
Loc080925-8-8m_megahit_metabat_bin-422,20
Loclat_megahit_metabat_bin-13257,8
Loc080925-4m_megahit_metabat_bin-0401,61
Loc090116-4m_megahit_metabat_bin-0054,9
Loc080925-7m_megahit_metabat_bin-1081,15
Loc080925-5m_megahit_metabat_bin-0133,66
Loclat_megahit_metabat_bin-14082,14
Loc081215-6m_megahit_metabat_bin-1281,30
Loc090907-8-6m_megahit_metabat_bin-615,15
Loc090519-5m_megahit_metabat_bin-0061,60
Loc090519-7m_megahit_metabat_bin-1610,22
Loclat_megahit_metabat_bin-07517,962
Loc090907-8-6m_megahit_metabat_bin-746,58
Loclat_megahit_metabat_bin-17465,15
Loc080925-8-8m_megahit_metabat_bin-069,4423
Loc090907-5m_megahit_metabat_bin-898,13
Loc081215-1m_megahit_metabat_bin-1323,22
Loclat_megahit_metabat_bin-13780,25
Loc090907-8m_megahit_metabat_bin-462,48
Loc081215-8m_megahit_metabat_bin-1196,15
Loc081215-1m_megahit_metabat_bin-0993,16
Loc080925-4-5m_megahit_metabat_bin-0421,2330
Loc090721-8m_megahit_metabat_bin-231,3885
Loc081215-5m_megahit_metabat_bin-1513,23
Loc090116-4m_megahit_metabat_bin-0676,200
Loc090519-7m_megahit_metabat_bin-1589,19
Loc090116-4m_megahit_metabat_bin-1379,47
Loc080925-6m_megahit_metabat_bin-0376,23
Loc090907-8-6m_megahit_metabat_bin-247,21
Loc081215-1m_megahit_metabat_bin-1182,18
Loc090721-1m_megahit_metabat_bin-572,19
Loc090402-8-9m_megahit_metabat_bin-1035,20
Loc090519-8-7m_megahit_metabat_bin-2360,48
Loclat_megahit_metabat_bin-03572,9
Loc090519-6m_megahit_metabat_bin-1119,52
Loc090519-4m_megahit_metabat_bin-560,13
Loc081215-5m_megahit_metabat_bin-2178,1724
Loc090721-8-6m_megahit_metabat_bin-0926,12
Loclat_megahit_metabat_bin-17060,92
Loc090116-8m_megahit_metabat_bin-0180,27
Loc090116-8m_megahit_metabat_bin-1281,43
Loc090907-8-6m_megahit_metabat_bin-894,40
Loc090721-7m_megahit_metabat_bin-727,21
Loc090721-8-6m_megahit_metabat_bin-0011,15
Loc090519-8-7m_megahit_metabat_bin-0300,3292
Loc090721-1m_megahit_metabat_bin-531,17
Loc081215-9m_megahit_metabat_bin-2098,17
Loc090519-5m_megahit_metabat_bin-0488,30
Loc080925-7m_megahit_metabat_bin-0229,35
Loc081215-5m_megahit_metabat_bin-1271,1684
Loclat_megahit_metabat_bin-15049,85
Loclat_megahit_metabat_bin-12863,14
Loc090402-8m_megahit_metabat_bin-0444,28
Loc081215-5m_megahit_metabat_bin-0083,1242
Loc090116-7m_megahit_metabat_bin-0696,33
Loc081215-9m_megahit_metabat_bin-2435,13
Loc090519-7m_megahit_metabat_bin-0078,56
Loc090116-8m_megahit_metabat_bin-0594,13
Loc090402-8-9m_megahit_metabat_bin-1029,13
Loc081215-9m_megahit_metabat_bin-2109,50
Loc090402-4m_megahit_metabat_bin-0003,16
Loc081215-4m_megahit_metabat_bin-0139,46
Loclat_megahit_metabat_bin-20319,31
Loc081215-9m_megahit_metabat_bin-1117,2813
Loc090907-8-6m_megahit_metabat_bin-217,21
Loc090402-8-9m_megahit_metabat_bin-0450,23
Loc080925-8-8m_megahit_metabat_bin-616,25
Loc090907-5m_megahit_metabat_bin-735,47
Loc090402-8-9m_megahit_metabat_bin-0342,25
Loc081215-1m_megahit_metabat_bin-1106,11
Loc090519-5m_megahit_metabat_bin-0972,12
Loclat_megahit_metabat_bin-03094,44
Loc090116-4m_megahit_metabat_bin-1415,69
Loc090402-8m_megahit_metabat_bin-0232,121
Loc090721-4m_megahit_metabat_bin-0871,38
Loc090402-8m_megahit_metabat_bin-0783,105
Loc081215-5m_megahit_metabat_bin-1011,38
Loc090116-8m_megahit_metabat_bin-0161,18
Loc081215-8m_megahit_metabat_bin-2781,135
Loclat_megahit_metabat_bin-11169,126
Loc090519-1m_megahit_metabat_bin-0571,235
Loclat_megahit_metabat_bin-02769,40
Loc090721-4m_megahit_metabat_bin-0787,1976
Loclat_megahit_metabat_bin-08660,79
Loc090402-8-9m_megahit_metabat_bin-0575,72
Loc090519-6m_megahit_metabat_bin-0479,4367
Loc090402-4m_megahit_metabat_bin-0671,20
Loc090519-8m_megahit_metabat_bin-0473,23
Loc090721-6m_megahit_metabat_bin-363,3151
Loc081215-6m_megahit_metabat_bin-0695,11
Loc081215-6m_megahit_metabat_bin-1052,36
Loc081215-1m_megahit_metabat_bin-1918,98
Loclat_megahit_metabat_bin-15231,73
Loc090116-8m_megahit_metabat_bin-1061,114
Loc081215-5m_megahit_metabat_bin-0632,36
Loc090519-7m_megahit_metabat_bin-0144,17
Loc080925-7m_megahit_metabat_bin-0929,16
Loc080925-8m_megahit_metabat_bin-052,813
Loc090519-1m_megahit_metabat_bin-0291,25
Loc090402-1m_megahit_metabat_bin-0028,12
Loc090519-8m_megahit_metabat_bin-1157,18
Loc081215-1m_megahit_metabat_bin-1143,15
Loc090116-9m_megahit_metabat_bin-0184,43
Loc081215-1m_megahit_metabat_bin-1657,53
Loc090402-1m_megahit_metabat_bin-0355,28
Loc090519-8-7m_megahit_metabat_bin-2114,29
Loc090721-5m_megahit_metabat_bin-134,17
Loc081215-6m_megahit_metabat_bin-1458,25
Loclat_megahit_metabat_bin-19102,87
Loc081215-1m_megahit_metabat_bin-1711,66
Loc081215-6m_megahit_metabat_bin-2043,6
Loc090519-5m_megahit_metabat_bin-0258,14
Loclat_megahit_metabat_bin-11930,61
Loc090721-4m_megahit_metabat_bin-0345,38
Loc090907-4m_megahit_metabat_bin-021,15
Loc090116-4m_megahit_metabat_bin-0667,422
Loc090116-9m_megahit_metabat_bin-0900,59
Loc080925-5m_megahit_metabat_bin-0534,45
Loc081215-5m_megahit_metabat_bin-1372,2495
Loc090402-8m_megahit_metabat_bin-0488,49
Loc081215-4m_megahit_metabat_bin-0689,28
Loc090402-7m_megahit_metabat_bin-0908,162
Loclat_megahit_metabat_bin-01178,30
Loc090519-7m_megahit_metabat_bin-0829,11
Loclat_megahit_metabat_bin-03601,24
Loc081215-5m_megahit_metabat_bin-2005,17
Loc080925-7m_megahit_metabat_bin-0212,44
Loc090721-8m_megahit_metabat_bin-513,2868
Loc081215-6m_megahit_metabat_bin-0289,18
Loc081215-5m_megahit_metabat_bin-1860,149
Loc081215-8m_megahit_metabat_bin-2438,85
Loc090907-8m_megahit_metabat_bin-194,15
Loc090519-1m_megahit_metabat_bin-0285,29
Loclat_megahit_metabat_bin-00790,24
Loc081215-4m_megahit_metabat_bin-0402,52
Loc081215-1m_megahit_metabat_bin-2109,25
Loc090519-8-7m_megahit_metabat_bin-0628,43
Loc081215-5m_megahit_metabat_bin-1660,28
Loc090116-7m_megahit_metabat_bin-0143,56
Loc090402-4m_megahit_metabat_bin-0654,21
Loc090721-7m_megahit_metabat_bin-392,6
Loc090721-4m_megahit_metabat_bin-0261,38
Loclat_megahit_metabat_bin-19250,109
Loc090721-4m_megahit_metabat_bin-0839,14
Loclat_megahit_metabat_bin-03246,19
Loc090721-4m_megahit_metabat_bin-0248,21
Loc090907-8-6m_megahit_metabat_bin-716,14
Loc090519-4m_megahit_metabat_bin-324,28
Loc090519-8-7m_megahit_metabat_bin-0528,18
Loc081215-6m_megahit_metabat_bin-1407,19
Loc080925-8m_megahit_metabat_bin-283,63
Loc090116-1m_megahit_metabat_bin-0145,1650
Loc090402-1m_megahit_metabat_bin-0583,13
Loc090519-6m_megahit_metabat_bin-0143,79
Loc081215-6m_megahit_metabat_bin-1160,275
Loclat_megahit_metabat_bin-07774,53
Loc090116-9m_megahit_metabat_bin-0086,26
Loclat_megahit_metabat_bin-03429,17
Loc090907-6m_megahit_metabat_bin-007,13
Loc081215-4m_megahit_metabat_bin-1364,27
Loc090116-1m_megahit_metabat_bin-0707,15
Loc081215-9m_megahit_metabat_bin-2426,20
Loclat_megahit_metabat_bin-11959,98
Loc081215-6m_megahit_metabat_bin-1990,23
Loc090721-4m_megahit_metabat_bin-0559,11
Loc081215-9m_megahit_metabat_bin-1659,47
Loc080925-5-5m_megahit_metabat_bin-0606,12
Loc081215-1m_megahit_metabat_bin-2308,30
Loc081215-4m_megahit_metabat_bin-1762,19
Loc080925-6m_megahit_metabat_bin-0187,15
Loc090116-8m_megahit_metabat_bin-0153,84
Loc081215-5m_megahit_metabat_bin-1125,1371
Loc090402-8m_megahit_metabat_bin-0375,13
Loc090519-1m_megahit_metabat_bin-1856,26
Loc090116-8m_megahit_metabat_bin-1646,28
Loc090519-6m_megahit_metabat_bin-1040,17
Loc090907-8m_megahit_metabat_bin-094,20
Loc090519-7m_megahit_metabat_bin-1553,20
Loc090116-7m_megahit_metabat_bin-0309,12
Loclat_megahit_metabat_bin-10072,7
Loc090116-4m_megahit_metabat_bin-0108,24
Loc080925-8m_megahit_metabat_bin-470,18
Loc090519-8m_megahit_metabat_bin-0251,34
Loc090721-8m_megahit_metabat_bin-090,3379
Loc090721-8m_megahit_metabat_bin-738,92
Loclat_megahit_metabat_bin-15139,18
Loc081215-1m_megahit_metabat_bin-1221,57
Loc090402-8-9m_megahit_metabat_bin-1072,19
Loc090519-8-7m_megahit_metabat_bin-0478,95
Loc090907-5m_megahit_metabat_bin-890,40
Loc090721-1m_megahit_metabat_bin-399,12
Loc090402-1m_megahit_metabat_bin-0706,18
Loc081215-5m_megahit_metabat_bin-0702,22
Loc090519-8m_megahit_metabat_bin-0051,33
Loc080925-4-5m_megahit_metabat_bin-0429,8
Loc090402-7m_megahit_metabat_bin-0048,1973
Loc090721-7m_megahit_metabat_bin-337,3574
Loclat_megahit_metabat_bin-19547,111
Loclat_megahit_metabat_bin-04753,301
Loc090721-7m_megahit_metabat_bin-278,103
Loc080925-8-8m_megahit_metabat_bin-446,23
Loc081215-5m_megahit_metabat_bin-1721,84
Loclat_megahit_metabat_bin-04148,7
Loc090519-1m_megahit_metabat_bin-0426,7
Loclat_megahit_metabat_bin-00538,349
Loc090519-8-7m_megahit_metabat_bin-0147,11
Loc090519-8m_megahit_metabat_bin-1048,3750
Loc090116-8m_megahit_metabat_bin-1532,15
Loc090721-4m_megahit_metabat_bin-0118,1042
Loc090402-4m_megahit_metabat_bin-0295,13
Loc090721-7m_megahit_metabat_bin-447,1979
Loclat_megahit_metabat_bin-02298,649
Loc090116-1m_megahit_metabat_bin-0247,35
Loc090116-7m_megahit_metabat_bin-1197,15
Loc090907-8-6m_megahit_metabat_bin-480,24
Loc081215-9m_megahit_metabat_bin-1254,67
Loc081215-6m_megahit_metabat_bin-1232,18
Loc090519-8m_megahit_metabat_bin-0609,24
Loc090907-1m_megahit_metabat_bin-226,17
Loc081215-8m_megahit_metabat_bin-0876,28
Loclat_megahit_metabat_bin-02809,21
Loc090907-6m_megahit_metabat_bin-511,3747
Loclat_megahit_metabat_bin-00761,25
Loclat_megahit_metabat_bin-18736,18
Loc090116-7m_megahit_metabat_bin-1322,14
Loc090402-7m_megahit_metabat_bin-0516,8
Loc090721-7m_megahit_metabat_bin-858,116
Loc090519-5m_megahit_metabat_bin-0552,26
Loc090519-7m_megahit_metabat_bin-0924,3592
Loc080925-7m_megahit_metabat_bin-0297,37
Loc090116-1m_megahit_metabat_bin-0294,40
Loc090116-8m_megahit_metabat_bin-1299,270
Loc081215-8m_megahit_metabat_bin-2769,1201
Loclat_megahit_metabat_bin-07215,16
Loc090519-1m_megahit_metabat_bin-0418,36
Loc090402-8m_megahit_metabat_bin-0577,16
Loc090907-5m_megahit_metabat_bin-726,59
Loc090721-8m_megahit_metabat_bin-790,1178
Loc090402-8-9m_megahit_metabat_bin-0304,13
Loc081215-4m_megahit_metabat_bin-0423,1663
Loc081215-6m_megahit_metabat_bin-1365,60
Loc081215-6m_megahit_metabat_bin-0581,46
Loc081215-4m_megahit_metabat_bin-1220,37
Loc090519-6m_megahit_metabat_bin-0129,33
Loc081215-1m_megahit_metabat_bin-1720,32
Loc090116-7m_megahit_metabat_bin-1159,38
Loclat_megahit_metabat_bin-09961,8
Loc090519-5m_megahit_metabat_bin-0026,1103
Loclat_megahit_metabat_bin-15450,14
Loc090116-1m_megahit_metabat_bin-1407,17
Loc080925-5-5m_megahit_metabat_bin-0458,1726
Loc090519-1m_megahit_metabat_bin-1508,48
Loc090116-9m_megahit_metabat_bin-0044,17
Loc081215-5m_megahit_metabat_bin-1577,26
Loclat_megahit_metabat_bin-00282,11
Loc090402-8-9m_megahit_metabat_bin-0945,17
Loc081215-4m_megahit_metabat_bin-1397,72
Loc090116-1m_megahit_metabat_bin-0770,13
Loc090519-6m_megahit_metabat_bin-0525,10
Loc080925-4-5m_megahit_metabat_bin-0615,2150
Loc081215-9m_megahit_metabat_bin-2316,54
Loc090402-4m_megahit_metabat_bin-0882,15
Loc081215-6m_megahit_metabat_bin-0478,19
Loc081215-4m_megahit_metabat_bin-2159,14
Loc090907-5m_megahit_metabat_bin-789,73
Loc081215-6m_megahit_metabat_bin-1197,9
Loc090116-7m_megahit_metabat_bin-1064,9
Loc090721-4m_megahit_metabat_bin-0805,12
Loc080925-4-5m_megahit_metabat_bin-0274,14
Loc090519-7m_megahit_metabat_bin-1075,261
Loc090519-8m_megahit_metabat_bin-0188,56
Loc090907-5m_megahit_metabat_bin-573,31
Loc090116-8m_megahit_metabat_bin-1033,61
Loc090116-1m_megahit_metabat_bin-0403,22
Loclat_megahit_metabat_bin-08310,44
Loc081215-6m_megahit_metabat_bin-0624,52
Loc080925-4m_megahit_metabat_bin-0193,46
Loc090116-7m_megahit_metabat_bin-0312,16
Loclat_megahit_metabat_bin-12951,4459
Loc090907-8m_megahit_metabat_bin-700,16
Loclat_megahit_metabat_bin-17142,63
Loc090721-6m_megahit_metabat_bin-861,14
Loc090519-5m_megahit_metabat_bin-0701,14
Loc090907-8m_megahit_metabat_bin-489,1738
Loc090116-1m_megahit_metabat_bin-0221,216
Loc080925-5m_megahit_metabat_bin-0983,47
Loc090116-8m_megahit_metabat_bin-0319,23
Loc081215-8m_megahit_metabat_bin-0041,1427
Loc081215-8m_megahit_metabat_bin-0851,62
Loclat_megahit_metabat_bin-07248,17
Loc090721-8-6m_megahit_metabat_bin-0109,25
Loc081215-5m_megahit_metabat_bin-0955,24
Loc080925-8-8m_megahit_metabat_bin-577,9
Loclat_megahit_metabat_bin-20022,82
Loc081215-4m_megahit_metabat_bin-0150,41
Loc080925-5m_megahit_metabat_bin-0516,805
Loclat_megahit_metabat_bin-12810,450
Loc090402-7m_megahit_metabat_bin-0393,726
Loc081215-5m_megahit_metabat_bin-1273,112
Loc090721-6m_megahit_metabat_bin-558,28
Loc090721-8m_megahit_metabat_bin-148,17
Loclat_megahit_metabat_bin-18273,15
Loc090402-8-9m_megahit_metabat_bin-1214,35
Loc090519-4m_megahit_metabat_bin-334,16
Loc080925-6m_megahit_metabat_bin-0254,16
Loc090721-5m_megahit_metabat_bin-619,42
Loclat_megahit_metabat_bin-00267,14
Loc090402-8-9m_megahit_metabat_bin-0428,187
Loc090519-5m_megahit_metabat_bin-0650,17
Loclat_megahit_metabat_bin-17321,11
Loc090519-7m_megahit_metabat_bin-0610,34
Loc090519-8-7m_megahit_metabat_bin-0934,10
Loclat_megahit_metabat_bin-13573,17
Loc090519-7m_megahit_metabat_bin-0476,26
Loc090907-5m_megahit_metabat_bin-609,44
Loc081215-1m_megahit_metabat_bin-0897,24
Loc090116-4m_megahit_metabat_bin-1262,30
Loc080925-7m_megahit_metabat_bin-0510,32
Loc090721-6m_megahit_metabat_bin-815,39
Loc090519-1m_megahit_metabat_bin-0257,155
Loclat_megahit_metabat_bin-14515,15
Loc090519-8m_megahit_metabat_bin-0616,14
Loc090519-6m_megahit_metabat_bin-1307,62
Loc081215-8m_megahit_metabat_bin-2724,13
Loc080925-4-5m_megahit_metabat_bin-0210,435
Loc081215-4m_megahit_metabat_bin-0747,9
Loc090116-4m_megahit_metabat_bin-0959,13
Loc081215-6m_megahit_metabat_bin-1807,33
Loc081215-8m_megahit_metabat_bin-2315,29
Loc081215-4m_megahit_metabat_bin-1006,47
Loc090116-4m_megahit_metabat_bin-0726,18
Loc080925-5m_megahit_metabat_bin-1126,22
Loc081215-9m_megahit_metabat_bin-0714,13
Loc090519-8-7m_megahit_metabat_bin-0807,75
Loc081215-9m_megahit_metabat_bin-0670,22
Loc090519-8-7m_megahit_metabat_bin-1831,29
Loc080925-7m_megahit_metabat_bin-0458,20
Loc080925-6m_megahit_metabat_bin-0292,5243
Loc080925-4-5m_megahit_metabat_bin-0924,20
Loclat_megahit_metabat_bin-10165,15
Loc090402-4m_megahit_metabat_bin-0285,18
Loc090519-1m_megahit_metabat_bin-1634,1065
Loc090907-8m_megahit_metabat_bin-729,8242
Loclat_megahit_metabat_bin-17443,14
Loc081215-8m_megahit_metabat_bin-1913,76
Loc080925-4-5m_megahit_metabat_bin-0017,11
Loc090519-6m_megahit_metabat_bin-0071,27
Loc081215-1m_megahit_metabat_bin-1856,84
Loc090721-8-6m_megahit_metabat_bin-0421,438
Loc090116-1m_megahit_metabat_bin-1405,74
Loc090116-7m_megahit_metabat_bin-0249,39
Loc080925-8-8m_megahit_metabat_bin-281,789
Loc090116-9m_megahit_metabat_bin-0339,36
Loc090519-1m_megahit_metabat_bin-0024,53
Loc090116-9m_megahit_metabat_bin-0206,31
Loc090116-9m_megahit_metabat_bin-0754,34
Loc090402-8-9m_megahit_metabat_bin-1106,19
